crc,rndinten,expinten
132210544,.019780286,.076435305
132211483,.0025283967,.52451301
13221369X,.0020068209,.095903337
132213761,.0061816149,.39748928
132214537,1.2383809e-06,.5780527
132215580,.0019007506,.019135762
132219442,.019177847,.1135959
132230684,.00077222881,.025614936
132231134,.0029248127,.12097026
132246504,.0065793889,.54420948
132261042,.0015337,.0263576
13226493X,.0013511872,.03992084
132269407,.00050212222,.047030456
132274994,.0001496894,.047900606
132279744,.0057464526,.18975021
132280294,.00044682753,.0071492405
132284914,.0037035511,.033987675
132293765,.05297938,.10586409
13232033X,.0019088055,.12407236
132338337,.00050762709,.15082447
132353676,.00013524479,.67622399
132520980,.0030764358,.13352334
13252739X,.098672442,.18256284
132542215,.0013068235,.4168767
132620762,.030577576,.0015100038
132624800,.0007261142,.023005964
132625301,.000094625284,.94562829
132628617,.00089760695,.00013999375
132636334,.027272727,.15036364
132653417,.00060000003,.60000002
132661118,.0037849999,.25999999
13270080X,.00079356891,.98343027
132707374,.010373153,.26530039
132708174,.033566635,.041386943
132712122,.013375906,.021142561
13272473X,.036523502,.037876226
132729936,.011682708,.3711915
132813003,.0018441852,.048212271
13281804X,.0036733826,.011197605
132904116,.000082778031,.71472621
132907691,.015182378,.064495496
13291762X,.0022181892,.022343215
13291893X,.0047675138,.42105559
132923376,.011796864,.014422385
132923499,.0076581468,.022382315
132925857,.026272727,.72727275
132942163,.047226675,.063969478
132993219,.00037558479,.038066622
13300227X,.058963638,.038400002
133034693,.0014575626,.3203274
133035813,.050432365,.032281678
133067938,.036998481,.090493746
133067954,.0017623492,.0028780811
133115231,.00061081134,.062133089
13314602X,.00083080633,.17795871
133264501,.003727661,.78889
133352464,.0001535544,.026104247
13335518X,.00023660238,.11948421
133361248,.051287394,.31897342
133365927,.0028414857,.81127316
133385506,.0040830094,.23200369
133402257,.0015502117,1
133431920,.0054715755,.097978301
133494710,.01113358,.12012179
133540086,.011031743,.26011243
133573320,.0010930341,.91058141
133602558,.0010292605,.26996031
133607762,.00026296874,.0012797812
13361759X,.0031106134,.19708847
133619157,.0036144946,.12709954
13362938X,.00235297,.30748317
133630276,.00035525998,.563016
133633039,.00096485182,.57987595
13363703X,.0002334376,.0083570657
133640562,.00077101,.73997688
133643843,.0013708953,.30374864
133655617,.0029027576,.41088533
133658543,.00020413371,.0089308498
133660109,.05314922,.15440327
133700684,.0056700488,.0016934545
13371201X,.0019228798,.20189555
133721362,.00045257647,.19557768
133736951,.0039830622,.19085829
133738084,.0094423648,.3838515
133743190,.072691552,.07525412
133747810,.0005130365,.00066118606
133882502,.047210705,.087957032
133956364,.0038525367,.028864391
134118776,.0069382521,1
13412536X,.011765113,.0080512734
134150055,.038927469,.074133478
134236713,.001494396,.88833541
134260107,.003875969,.54192376
134314187,.009127331,.23083411
134331411,.00048786437,1
134374630,.00053294573,.053294573
13440254X,.0063116369,.065088756
134450082,.012553141,.021717334
13451105X,.002309388,.10819133
134649016,.016892241,.16680829
13465654X,.0047552022,.93947577
134687223,.002017105,.45739874
134750501,.0067663053,.14680314
134753198,.00035212733,.15955912
134753227,.022906737,.017905449
134753235,.012262416,.56161863
134753366,.000053282183,.40776855
