crc,indtype,rndinten,expinten
607202215,1890,0,.9665544
60720224X,2230,0,0
607202346,1781,0,.58663517
607202418,4073,0,0
607202469,1499,0,.64551443
607202514,3628,.0043084538,.091151223
607202717,1810,0,.99807799
60720275X,1810,0,0
607202776,2684,0,.052214563
607202792,3531,0,0
607202821,1810,0,.78432751
60720283X,1419,0,0
607202848,4318,0,.93358046
607202864,2689,.0015711657,.036726817
607202872,1412,0,0
607202899,4215,.0023105361,0
607202901,3442,.00033168995,0
607202952,4351,0,.012818533
607202987,1929,0,.99908292
607203007,3020,.002790279,.033843383
607203015,2110,0,1
60720312X,2230,0,.54349792
607203269,1921,.00044863168,.29331538
607203357,4072,0,.12971728
607203402,3172,.0013579918,.052387685
607203496,1810,0,1
607203541,2672,.017785188,.086675003
60720355X,4043,0,.3441129
607203568,4160,.0012708096,.10311348
607203592,2720,.011040314,0
607203605,1742,0,.16260563
607203613,1342,0,0
607203728,4211,0,0
607203736,3090,0,0
607203752,2669,0,.47379547
607203891,3562,0,.23460306
607203971,1783,0,0
607203998,4024,.0029270435,0
607204042,3566,0,.01752797
607204122,4151,.0010455151,.076384321
607204130,1353,.0038050371,0
60720419X,4160,0,.74030882
607204261,4172,0,.20633188
607204333,1810,0,.99974084
607204405,3499,0,0
607204464,4160,.0070038913,0
607204480,2720,0,.17443238
607204755,1412,0,0
607204763,3727,.025359405,.041780762
60720478X,1810,0,.98776996
607204835,2312,0,0
607204886,3010,0,.92372847
607204907,1729,0,.79614407
607204958,1413,0,0
607205096,3566,.0060561118,.0033370412
607205141,3531,.004517287,.018327655
607205272,4099,.0036176695,0
607205352,1420,0,0
607205424,4243,0,.1707643
607205440,4214,0,0
607205539,2940,0,0
607205547,1742,0,.096570045
607205643,2311,0,0
607205686,3536,.00079439691,.020744514
607205715,3531,0,0
60720574X,1721,0,.9478175
607205782,2110,0,.83572608
607205790,1742,0,.32183659
607205838,3627,0,.1172246
607205934,1781,0,0
607205985,2230,.0011981429,0
607206080,3542,.00042089986,.21785197
607206099,4027,.0086434893,0
60720611X,1810,0,.98208201
607206160,3727,.019524429,.039039996
607206187,3521,0,0
607206224,1810,.025443051,.99659723
607206275,2821,0,0
607206312,2685,0,0
607206347,1498,0,0
607206398,1810,0,.54795963
607206400,3240,0,0
60720646X,2617,0,0
607206494,3442,0,.22691102
607206507,1453,0,.04971724
607206523,3470,0,.031588793
607206531,3542,0,.60189688
607206558,1781,0,1
60720670X,2320,0,.0021839358
607206726,3321,0,.66155994
607206742,3133,0,.9780525
607206769,1499,0,0
607206830,3495,0,0
607206873,3622,0,0
607206953,3531,.000047052661,.86199456
607207024,3538,.0016972144,.28825644
607207040,4160,0,.62296754
607207139,1810,0,.69020891
607207155,3434,0,0
60720718X,3529,0,0
607207198,1810,0,.32612297
607207227,3675,0,.041236058
607207243,4316,0,.50624347
607207470,4160,0,.62488782
607207518,3590,0,.10004542
607207526,4160,0,.26122665
607207761,4216,.0082658567,0
607207796,1774,0,.51999998
607207833,3727,.029994261,.0081074461
607207972,4160,0,1
607208094,4141,0,0
607208107,4143,.0044887606,.19178346
607208123,2750,.018505942,0
60720814X,3147,0,.01161845
607208158,4353,0,0
60720822X,2311,0,0
607208318,3090,.008946144,.01241409
607208350,3542,0,.52268654
607208369,1810,0,.99843723
607208422,3040,0,1
607208430,3435,0,.86410379
607208502,3383,0,0
607208588,1810,0,1
607208625,3090,0,1
607208676,4392,0,0
607208692,4217,.0010198405,.038661227
607208780,2411,0,0
607208852,2311,0,0
607208860,4043,.003981763,0
607208879,2312,0,0
607208940,1431,.0041147117,.51846981
607208967,2651,0,0
607208975,4113,0,1
607209046,3535,0,.30000001
607209214,2440,0,1
607209230,4071,0,1
607209265,1810,0,.72558469
607209273,2431,.00061713159,.31541595
607209281,1810,0,1
607209396,4112,.0011282504,0
607209433,1921,.00023122724,1
607209505,3624,0,0
607209513,3731,.00090007752,.23565415
60720953X,4256,.019927414,.4124268
607209660,4071,0,.84945375
607209724,2411,.00063144602,0
607209783,3482,0,.98251861
607209791,1781,0,.017176859
607209839,1412,0,.080726184
607209898,1723,0,0
607209943,1790,0,.98140484
607209951,1390,0,0
607209978,2960,.0020392002,.7548604
607210004,3470,0,0
607210039,1810,0,1
607210047,4153,0,.85090798
607210063,2440,0,.95802218
607210071,3070,0,.019891536
60721008X,3627,0,.51528311
607210098,3450,0,0
607210151,1499,0,0
607210178,2423,.0061923582,0
607210186,3141,.011170141,.16581513
607210194,3141,0,0
607210215,1342,0,0
60721024X,3190,0,.92211962
607210258,1789,0,0
607210282,4029,0,0
607210442,3070,0,.88674003
607210530,4071,.0063463622,.93870163
60721059X,4353,.00023315847,0
607210688,3590,.00038927028,.21756671
607210696,1921,0,.9724226
607210741,2021,0,.2128209
607210784,1925,0,1
607210792,2684,0,0
607210813,2230,0,0
60721083X,3571,0,.86684012
607210899,2230,0,0
607210944,4171,.024063814,.75328445
607211138,2671,0,0
607211146,4290,0,0
607211154,4041,0,0
60721120X,1413,.0023324378,0
607211242,2619,0,.30335006
607211306,1783,0,0
607211314,1521,0,0
607211330,3441,0,.97954464
607211349,3727,0,.61181563
607211496,2440,0,.84833634
60721155X,3020,0,0
607211672,4160,0,.34412572
607211699,4112,0,.088829443
607211795,4041,.0013984197,0
607211832,3483,0,0
607211891,3090,0,.6160019
607211912,1810,.0014326394,.97690678
607211939,3535,0,.030534549
607212069,1810,0,.17559944
607212106,2224,0,0
607212149,3090,0,.9741888
607212181,1810,0,.93465787
607212245,3020,0,0
607212253,2829,0,0
607212261,1414,0,0
607212368,3572,0,.94758582
607212456,2423,0,1
607212552,2654,.0086247334,.37602344
607212579,1724,0,.13978465
607212632,1321,0,0
607212675,1411,0,.06202849
607212704,3652,.0029557941,.042775586
607212843,3562,0,0
607212851,4353,0,.98031777
607212923,2750,.028954202,.012110769
607212931,3121,0,0
60721294X,1744,0,0
607212966,3080,0,0
607212974,4130,0,0
607213096,4211,0,0
607213192,4071,0,.98655951
607213256,1810,0,0
607213301,1924,0,.92575169
607213416,4041,0,.20079722
607213504,3465,0,0
607213547,4160,0,.88963759
607213555,3134,.00051556359,0
607213563,1742,0,.65229541
60721358X,4065,.0074607083,.085297473
607213598,1513,0,0
607213627,3536,.042364292,.0212912
607213635,2423,0,1
607213707,4130,0,.40498033
607213715,3654,0,.89691323
607213782,3182,0,.96072018
607213838,2720,0,.23958901
607213846,1810,0,.84271133
607213854,1774,0,0
607213942,1774,0,0
607214160,3495,0,.43117595
607214224,1491,.0017813971,.7503075
607214240,1810,0,.98712349
607214312,3674,.00059141882,1
607214320,2031,0,.71714789
607214371,2440,0,1
60721438X,3513,0,0
607214398,1414,0,0
607214427,2440,0,1
607214435,1414,0,.18046202
607214486,3785,0,0
607214507,3410,0,0
607214582,3090,0,.48647696
607214806,3529,0,0
607214873,2685,0,.71260846
607214910,1749,.00058844296,1
607215059,2720,.0031552606,.064193234
607215083,2685,0,0
607215251,4312,0,.62894309
607215438,1925,0,.81260353
607215497,3410,.0010201017,.72265136
607215593,2230,0,0
607215649,4160,.001103582,.23307163
607215729,4111,0,0
607215841,2652,0,0
60721585X,3383,0,.039911754
607215921,1810,0,.41736802
607215999,3070,0,.52978891
607216035,1411,0,0
607216043,2651,0,0
607216094,4071,0,.68615586
607216123,3633,0,.21236184
607216131,3678,.064529978,0
607216166,3434,0,.82697278
607216174,3727,0,.074889868
607216203,2440,0,.95194054
607216238,2411,0,0
607216246,1810,0,.9678427
607216270,3590,0,.047228657
607216406,1810,0,.56128114
607216422,3536,.0004283071,.056145351
607216529,2720,.13551685,0
607216553,3651,0,.0097440137
60721657X,3151,0,.56894332
60721673X,1321,0,.49392691
607216844,3652,0,0
607217011,1321,0,0
60721702X,1810,0,1
607217054,4311,0,0
607217222,1412,0,0
607217265,3010,0,.99239451
607217310,1411,.00097250612,.12746423
607217396,4041,0,0
607217476,3485,0,0
607217521,3617,.0025373467,.24783532
607217767,3410,0,.086098038
607218006,3565,0,.10240024
607218014,3627,0,0
607218030,3070,0,.060497422
607218057,3761,0,.99995559
607218196,3050,0,.020277882
607218268,4153,0,1
607218284,1810,0,.98187453
607218313,1810,0,.77195865
607218321,1810,0,.99936652
607218348,3450,0,.72191411
607218444,1929,0,1
607218479,2940,0,0
607218524,3151,.015595608,0
607218540,1810,0,0
607218559,3590,0,0
607218604,1781,0,.93274516
607218663,1810,0,.96381885
607218700,1810,0,1
607218751,4172,0,0
607218778,4254,0,.82260501
607218903,4160,0,.55148149
607219017,2312,0,0
607219076,2415,0,.75408745
607219121,1810,0,.98320776
60721913X,1810,0,.99927044
607219156,1810,0,.9924596
607219201,4391,0,0
607219287,4071,0,.6648035
607219359,1810,0,.99588513
607219463,3732,.02516029,.31271082
607219519,2033,0,.94715589
607219551,3470,0,.20498443
60721956X,2230,0,0
607219623,3732,0,.93574786
607219631,4211,0,0
607219658,1724,0,.43091744
607219674,2652,0,.1046221
607219703,1810,0,1
60721972X,4316,0,1
607219754,3523,0,0
607219877,3617,0,.84268332
607219893,4160,0,.73837054
607220034,2720,.015805364,.030970449
607220050,1810,0,1
607220106,1810,0,.66627282
607220130,4160,0,0
607220173,1810,0,1
607220181,3621,0,.70584768
607220229,4172,.00080273877,0
607220237,4392,0,.016695652
607220261,4012,0,0
60722027X,2672,0,.0078753959
607220296,4027,0,1
607220333,1810,0,.9952172
607220368,1725,0,0
607220376,2662,.020693157,.47867209
607220384,2822,.0034836286,0
607220405,2672,0,0
607220448,4029,0,0
607220579,3010,0,.22906996
607220587,4155,.055161022,.031078169
607220659,3143,0,0
607220675,1783,0,.83811468
607220771,1782,0,.91401315
607220835,4160,0,.28466895
607220907,1810,0,1
607220931,1721,0,1
60722094X,4013,0,.86446279
607220966,3782,0,0
607221133,3571,0,.75886732
607221168,1810,0,.6611495
607221205,3050,0,0
607221299,4314,0,0
607221301,4211,.00074088341,.053765912
607221328,2530,0,.030923372
607221408,1782,0,.89602745
607221491,2230,.0010254622,.94245106
607221563,3627,0,0
607221635,2681,0,.86630559
60722166X,4243,.0017498336,.56945133
607221686,3434,0,.095465504
607221766,4021,.0045460518,0
607221803,3654,0,1
607221862,4072,0,1
607221889,1742,0,0
607221918,1742,0,.27892736
607221926,1743,0,.95000046
607221934,1742,0,0
607221969,3727,.0184441,.02922819
607221993,2710,0,.24901377
607222013,3542,0,.22651456
607222056,1929,0,1
607222064,1742,0,0
60722211X,3020,0,0
607222160,1810,0,1
607222179,2685,.0033464651,0
607222259,3652,0,0
607222275,2671,0,.14946136
607222304,4353,0,0
607222312,3431,0,.57734525
607222339,3090,0,.9358989
607222363,1781,0,.052650176
607222427,2940,0,.78030556
607222435,1742,0,.75241023
60722246X,3450,0,.76019752
607222486,2750,0,0
607222507,3484,0,.89263904
607222515,2619,0,0
607222566,1810,0,0
607222582,4254,0,.22701713
607222590,1781,.0013340859,0
607222603,3050,0,.64524591
607222697,2652,0,0
607222769,3321,0,0
607222881,3541,0,0
60722289X,3010,0,0
607222996,1810,0,1
607223032,2730,0,0
607223163,3725,0,0
607223219,1781,.0022239999,.54839998
607223235,3030,0,.14224137
607223251,4073,0,.99346656
607223307,3040,0,.50659901
607223323,2617,0,0
607223331,3529,0,.33639494
607223403,1390,0,0
607223411,3450,0,0
607223470,2685,0,0
607223542,1723,0,0
607223630,2319,0,0
607223657,1921,.0004993871,.99868345
607223681,2312,.00058057177,.015849609
607223702,3654,0,.11597916
607223710,2415,0,.15755935
607223753,3431,0,1
607223761,1515,0,0
607223817,2677,0,.56481218
60722385X,4230,.068403617,0
607223892,1412,0,0
607223905,3627,0,.022427175
607223913,3040,0,0
607223948,4160,0,.35213462
607223999,1742,0,.96417958
607224000,4119,0,.80980301
607224019,2960,0,.24600264
607224035,2672,0,.085864134
60722406X,2411,.0007602828,0
607224123,1343,0,1
607224238,1820,0,1
607224326,1499,0,.3219327
607224481,2859,0,.63575023
607224510,2110,0,0
60722457X,2429,0,.99633956
607224596,1782,0,1
607224641,3531,0,1
60722465X,2230,0,0
607224721,1810,0,0
607224756,1790,0,0
607224860,4160,0,0
607224940,3572,.0085740071,0
60722502X,1810,0,.012623797
607225038,1810,0,.77517819
607225118,4160,0,1
607225265,4160,0,.97228384
607225361,3590,0,1
607225396,3469,0,0
607225484,3671,0,.20670898
607225652,3442,0,0
607225724,1413,0,0
607225740,1499,0,.13525869
607225839,3782,0,0
607225927,1810,0,1
607225951,2312,0,0
607226102,1810,0,.9968946
607226145,3060,0,1
60722617X,3040,0,0
607226268,3525,0,0
607226321,1724,0,.7722947
607226348,1321,0,0
607226401,3090,0,0
607226575,3030,0,0
607226583,2663,0,0
607226591,1810,0,0
607226647,2652,.0033201876,0
607226663,3133,0,0
607226671,3537,.016459854,1
60722668X,3537,.0034016499,0
607226735,3727,.00061695074,0
607226743,1810,0,.97321147
607226751,4391,0,0
607226786,1782,0,.81901252
607226823,3564,0,0
607226938,2490,0,1
607226946,1810,0,1
607226954,1810,0,1
607227252,4319,.000626861,.99937314
607227287,1412,0,0
607227420,1499,0,0
60722748X,1810,0,.12663551
607227527,2413,0,0
607227543,2440,0,1
607227551,3635,0,0
607227885,2415,0,.28724864
607227906,2666,0,0
607227922,4243,0,0
607227965,4012,0,0
607227973,3635,0,0
607228239,3789,0,0
607228247,1782,0,.99357462
607228319,3149,0,.15934214
607228466,1524,.00076967204,.42871457
607228546,2319,0,.010372237
607228562,2312,0,.1042967
607228570,4160,0,.054587156
607228589,4211,.0083905365,.46895149
60722860X,2666,0,.031034367
607228757,3410,0,0
60722879X,3484,0,0
607228810,3470,0,0
607228829,4153,0,.50725311
607228837,4213,.0090006925,0
60722887X,1790,0,0
607228888,3489,0,.52342141
607228925,1721,0,1
607228933,4065,.000047265756,.64504457
60722895X,3654,0,0
607229047,3529,0,0
607229055,1723,0,.8415677
60722916X,4153,0,.56317031
607229178,4029,.041719545,.078521572
607229231,4173,.0077109789,.71918261
607229274,1724,0,.90268457
607229354,3488,0,0
607229442,1810,0,.9117083
607229450,1781,0,0
607229514,1498,.0023909032,0
607229530,2720,.0015626808,.0027433732
607229637,1810,0,1
607229653,2920,0,.23992246
60722975X,2685,0,.1865554
607229768,3147,.0019396985,.17623116
607229776,3121,0,0
607229792,4069,.0019595036,.92096668
607229805,1810,0,1
60722983X,3541,0,.28565681
607229848,1810,0,.61030388
607229856,3147,0,.047593333
607230080,4130,0,.47456214
607230128,1810,.00032772557,.64124972
607230208,2130,0,.91720194
607230216,1521,0,0
607230259,1810,0,.82967979
607230339,1724,0,.75018197
607230371,4069,0,.9917711
607230486,3654,.011240597,.077759281
607230531,1411,0,.32158589
607230590,1810,0,.99319148
607230742,2311,0,0
607230806,4160,0,0
607230814,1810,0,.94654727
607230945,2440,0,.98636985
607230953,3627,.00047630855,.058612049
607231083,4041,.0057142857,0
607231227,2033,0,1
607231243,2654,.0053237411,.86395681
607231315,1781,0,.72361809
607231358,1783,0,.955989
607231462,3727,.0058755805,0
607231470,1420,0,0
607231489,1420,0,0
607231542,1721,0,.87756354
607231550,3080,0,.18548387
607231577,4172,.00017653752,.9262988
607231614,2675,0,0
607231622,1810,0,1
60723169X,3040,0,0
607231753,1781,0,1
607231796,1810,0,1
607231809,3090,0,0
607231825,1781,.00030016809,.01226687
607231833,2440,0,.99661154
607231921,3487,.0028384572,.01772118
607231956,2822,0,0
607231972,3483,0,1
607232115,1342,0,0
607232166,1781,0,.82407409
607232174,3629,0,0
607232203,2433,0,0
607232246,1810,0,1
607232254,1810,0,.89982164
607232318,3674,.012592476,.69841021
607232326,2672,0,.039410528
607232393,3627,0,0
607232406,1414,.0052497745,.21774259
607232414,1781,0,0
607232449,4353,0,0
607232633,3536,0,.80187911
607232668,3147,0,.11406134
607232748,4153,0,.45926374
607232780,4046,0,0
607232860,3488,0,.17005441
607232895,4218,0,.013988459
607232916,2415,.00020576132,0
607232959,2662,0,.1457427
607233134,4151,.0011327213,.13309978
607233230,1781,0,0
607233249,3495,.028513594,.046103373
607233353,1810,0,0
607233476,4160,0,0
60723353X,2224,0,.0056767785
607233556,2684,.000076228229,.86000687
607233580,3541,0,.59324682
607233601,2190,0,.0018708685
607233644,2681,0,0
607233679,2619,0,.67774636
607233687,2720,0,0
607233708,1890,0,.80384898
607233724,3260,0,.21926643
607233732,1722,0,0
607233767,4311,0,1
60723388X,4160,0,.225274
607233935,3483,0,.981345
607234196,2029,0,0
607234321,3627,.020194214,.35093802
607234372,1810,0,1
607234647,4112,0,.011602223
607234719,3442,0,0
607234727,1413,.0053874664,0
607234735,4316,0,.99119961
60723476X,3483,0,0
607234794,1724,0,.41677746
607234831,2230,0,0
607234882,3512,.013786682,.068081602
607234890,3727,.044238273,.11978092
60723505X,1781,0,0
607235076,2710,0,.87148714
607235180,2990,0,.5
607235236,1810,0,.99918765
607235244,3040,0,0
607235260,2671,0,0
607235316,1782,0,.54274154
607235332,4143,0,1
607235375,1810,0,.94590557
607235439,1810,0,.88865775
607235447,3143,0,0
607235463,2440,0,1
607235519,3080,0,1
607235535,3141,0,0
607235551,1810,0,1
607235607,4143,0,1
607235615,4317,0,1
607235631,4023,0,0
607235869,4257,.0013503376,.75573891
607235893,1719,0,.10075872
607235965,1513,0,0
607236060,2312,0,0
607236079,3714,0,.1909121
607236204,2421,0,.73400676
607236212,1439,0,0
607236220,3529,0,0
607236263,2740,.0046079285,.65593892
607236386,1412,0,0
607236490,1781,0,1
60723660X,4074,.00008694415,.22772254
607236730,4153,.0023726416,.85133827
607236802,4160,0,.93717724
607236829,4119,0,.22583516
607236837,1810,0,.6812411
607236861,3040,0,0
60723687X,1810,0,.875
607236888,1925,0,.42367741
607236933,4160,.0009184478,.52741867
607237012,1729,.002657101,.28563836
607237178,2411,0,.86260533
607237282,3483,0,.9257713
607237338,1523,0,0
607237346,3590,.0073201032,.16087438
60723740X,3565,0,0
607237418,3631,0,0
607237469,2312,0,0
607237717,1890,0,1
60723775X,4041,0,.13796221
607237805,1412,0,0
60723791X,1921,.00089823524,.9964335
607237979,2440,0,1
607238031,1810,0,1
607238066,3538,0,0
607238170,2319,0,0
607238250,2664,0,0
607238293,4392,0,.76481527
607238357,4160,0,.52834111
607238402,3626,0,.55845076
607238437,2021,0,0
607238445,1723,0,.068262748
607238525,1890,0,1
607238621,2319,0,0
607238728,3785,0,0
607238998,1810,0,.87160558
607239050,3090,0,1
607239114,1810,0,1
607239173,3010,0,0
607239181,3674,0,.79869068
607239202,1725,0,.74993265
607239325,1810,0,1
607239333,3090,0,0
60723935X,1810,0,1
607239392,1810,0,.81578946
607239560,3090,0,.5
607239579,1810,0,1
607239624,2021,0,0
607239763,1810,0,1
607239894,2671,.00042170961,.035132628
60723994X,4143,0,1
607239958,1413,0,0
607239966,1790,0,0
607239982,4143,0,.92829412
607240027,4069,.00038727166,0
607240123,3220,0,0
607240190,4029,0,0
607240238,3090,0,1
607240262,3740,.00092276145,.15413533
607240289,4073,0,0
607240297,3141,0,.94829637
607240318,3470,0,0
607240377,2740,0,0
607240393,1925,0,1
607240414,3410,0,.38429612
607240537,1722,0,0
607240617,3153,0,0
60724065X,2411,0,1
607240676,2940,0,0
607240705,1342,0,0
607240764,1411,.0018367347,0
607240772,2411,0,0
607240801,4256,0,.89637655
607240828,3090,0,.45411089
607240852,1723,0,0
607240879,4013,0,0
607240887,1810,0,.61190063
607240895,3442,0,0
607240959,4155,0,.70590597
607240975,1929,0,.15341741
607240991,2419,0,0
607241011,1390,0,.68884039
607241046,2130,0,0
607241273,1810,0,.94989043
607241310,3410,0,0
607241329,1929,0,1
607241361,3465,0,0
607241409,1810,0,1
607241484,3465,0,0
607241572,3785,0,0
607241767,1810,0,1
607241791,2829,0,.034264851
607241863,2312,0,0
60724188X,3652,.000032198859,.1524616
607241898,4190,0,0
607241927,3135,.00018234865,0
607241951,2750,.0028360481,0
607241978,4069,0,0
607242292,3617,0,0
607242559,2652,.00067087257,.79425949
607242583,4073,0,0
607242698,1414,0,0
607242989,1810,0,1
607243236,3090,0,0
607243279,1810,0,.038878415
607243295,3135,0,.066135652
607243316,3149,0,0
607243404,2669,0,0
607243412,1810,0,1
607243535,2671,0,.86392272
607243615,3533,0,0
607244036,4160,0,.41624686
607244087,2429,0,1
607244183,4190,.010968941,.016857032
607244191,2617,0,0
607244271,1781,0,.94999492
607244319,4024,0,0
607244482,3434,.0011763322,0
607244554,3143,0,1
607244685,1725,0,.10905761
607244722,3311,0,1
607244749,3653,0,.019770801
607244773,3240,0,0
607244829,1781,0,.87035149
607244845,1522,0,0
607244976,2040,0,.87898517
607244984,2685,0,.81764394
607245055,1782,0,.76859552
607245135,3562,0,.50422752
607245178,3619,0,0
607245186,3590,0,.98835683
607245223,1412,0,0
607245266,1725,0,.74901378
607245338,2423,0,0
607245362,3495,0,0
607245418,2829,0,.071443893
607245434,3571,0,0
607245450,2224,0,0
607245565,2619,0,0
60724567X,2110,0,.92306608
60724575X,2710,0,.28058296
607245813,3050,0,.12655087
607245899,1890,0,0
607245995,4160,0,.99930286
607246031,4046,0,1
607246103,2930,0,0
607246162,1782,0,1
607246218,2423,0,1
607246306,1810,0,.98748147
607246402,2319,0,0
607246429,2130,0,0
607246437,4073,0,1
607246453,3040,0,.036052365
607246525,1782,0,.690332
607246533,3727,0,0
607246576,1419,0,.9549557
607246584,1781,0,0
607246621,4073,0,1
607246699,4160,.01477915,.52752775
607246824,1810,0,1
607246875,1810,0,.98853332
607246920,2655,.00066958589,.00082855229
607246939,1810,0,0
607247018,1498,0,0
607247034,2130,0,.86947262
607247077,3139,0,0
607247296,3470,0,.027529042
607247333,1810,0,1
607247413,3090,0,.9767316
607247632,2439,0,0
607247691,1744,0,0
607247819,1925,0,.93346834
60724794X,2110,0,.87056834
607248010,1810,0,0
607248117,2224,0,0
607248221,1810,0,0
607248248,1924,0,0
607248328,1723,0,0
607248344,1921,0,1
607248379,3020,0,0
607248387,1743,0,.41257727
607248408,2675,0,0
607248459,1810,0,0
607248504,2312,0,0
607248571,1810,0,1
607248600,3383,0,.039953094
607248627,1790,0,0
607248635,1724,0,.6442219
60724866X,3726,0,0
607248758,3469,0,.73646337
607248862,3463,0,0
607248870,3020,0,0
607248950,2671,.0013454121,0
607249064,2221,0,0
607249072,1782,0,1
607249080,3123,0,0
607249152,1810,0,.99968857
607249240,3420,0,0
607249283,2677,0,0
607249371,3654,0,.30560687
607249558,1781,0,.96027792
607249574,1742,0,.001167987
60724962X,3159,.039320637,.30365413
607249670,3727,0,0
607249689,2312,0,0
607249718,3529,0,0
607249734,2672,0,0
607249742,2029,0,.57610601
607249806,4045,.047398217,.51448214
60724989X,1744,0,0
607249988,3565,0,0
607249996,3727,0,.12696256
607250022,3050,0,0
607250102,2040,0,0
607250225,2663,0,0
607250268,3732,0,.99416244
60725033X,2130,0,0
60725041X,2415,0,.12920354
607250508,3525,0,.95214385
607250751,1742,0,0
60725076X,3070,0,.0074913949
607250807,3050,.00046302142,0
607250858,3521,0,.10294712
60725113X,3434,0,1
60725121X,4079,0,.10951157
607251236,2411,0,.55897301
607251244,1810,0,.84408057
607251471,1890,0,1
607251498,1742,.00086231437,.55130351
607251594,4112,0,0
607251623,3634,0,0
60725164X,1810,0,0
607251711,1810,0,.69836742
607251770,1782,0,1
607251834,3450,0,0
607251877,4119,0,.67277205
607252052,3090,0,0
607252108,2960,0,.23504734
607252124,1810,0,0
607252167,2190,0,.11544117
607252212,4391,0,0
607252263,3638,0,0
607252423,2652,0,0
607252626,3465,0,0
607252650,4155,0,.28893262
607252845,4160,0,.77196145
60725295X,3110,0,0
607253039,2661,0,.031317901
607253055,2230,.00022617432,0
607253063,4316,0,.43797147
60725308X,3674,0,.70441991
607253098,2681,.0060185883,.03882996
607253100,3434,0,.071848467
607253143,2659,0,0
607253207,3142,0,0
607253215,4319,0,0
607253282,4211,0,0
607253354,1782,0,.73631841
607253370,3785,0,0
607253442,2433,0,.042737577
607253450,3410,0,.99054646
607253581,3571,0,.29293284
607253653,4071,0,0
607253733,3531,0,0
607253928,3652,.017697081,.24955183
607253936,1781,0,.98626369
607253995,1523,0,0
607254015,4160,0,.99454474
607254154,3727,0,.64702195
607254162,3562,.00027037397,.89375174
607254197,4024,.0027472528,.1377088
607254410,4311,0,.92805755
607254445,3461,0,.9377197
607254525,3541,0,.49122101
607254621,4218,0,.13431014
607254680,3151,0,.018339373
607254728,3487,.002989494,.18316537
607254795,1810,0,0
607254816,1412,0,0
607254947,2110,0,0
607255018,1820,0,1
607255114,1781,0,.36526409
607255472,3381,0,0
607255552,1925,0,.58606637
607255595,4143,0,.52201223
607255667,3483,0,0
607255739,3565,0,.94482052
60725578X,2312,0,.068615682
607255851,3627,.025490196,.10323197
607255990,2230,0,.11056737
607256088,1782,0,.76151013
607256184,3541,0,.99929333
607256248,4012,0,.44373143
607256256,2033,0,0
607256299,1724,0,0
607256491,4024,0,.023162454
607256520,2685,.0022633881,0
607256600,3541,0,0
607256635,4119,0,.1796245
60725666X,3538,0,0
607256838,3040,0,0
607256897,3159,0,.7099278
607257064,2663,0,.085634999
607257072,1810,0,0
607257232,1810,0,.97503614
607257363,3121,0,0
60725746X,4065,0,0
607257507,2130,0,.9841432
607257515,1810,0,1
607257566,3050,0,0
607257718,4113,.00044519242,.7698642
607257726,1412,.00014166393,0
607257750,3499,0,0
60725797X,3040,0,0
607258075,2950,0,.58511728
607258104,4317,0,0
607258171,3020,.0054292502,0
60725818X,4024,0,1
607258227,3410,0,.20589679
60725842X,2671,0,0
607258438,3070,0,0
607258454,4213,0,.93524802
607258489,4119,.0027655966,0
607258534,4021,0,.03301397
607258622,2110,0,1
607258657,3483,0,0
607258665,2415,0,1
607258673,2110,0,0
607258702,4071,.001993869,1
607258729,2631,0,.74731773
607258737,3030,0,0
607258753,1412,0,0
607258796,3627,0,0
607258876,1810,0,.97949308
607258905,1390,0,1
607259043,1810,0,.94582736
607259174,3381,0,0
607259190,1782,0,1
607259262,4073,0,1
60725930X,4151,.019758508,0
607259369,4041,0,0
607259377,3133,0,.020798476
607259393,2681,0,.027344899
607259561,3562,0,0
607259609,1742,0,1
607259625,2415,0,.5084554
607259705,3050,0,1
607259721,3638,0,0
607259756,2730,.026764877,0
607259801,3151,0,0
60725981X,1890,0,0
607259852,3727,0,.99041319
607259908,2110,0,0
607260052,1890,0,1
607260095,3090,0,0
607260116,1810,0,.70417559
607260132,1810,0,1
607260159,1810,0,.95906025
607260175,1810,0,1
607260642,3463,0,.62236625
607260685,3441,0,0
607260714,3110,0,0
607260773,2619,0,0
607260781,1781,0,.98327601
607260802,1810,0,0
607260810,1781,0,1
607260853,3485,0,.59810007
607260861,3536,0,.033763889
607260888,3141,0,0
60726095X,4021,.018572597,.16118315
607260984,3121,0,0
607261012,1782,0,.64910889
607261055,3727,0,.0085647814
607261127,1810,0,.99146038
607261143,1810,0,.97664577
607261194,2990,0,0
607261207,3727,0,0
607261397,3070,0,1
60726140X,3653,.015058599,.30233034
607261426,3727,0,.36861175
607261506,2659,0,0
607261514,1810,0,1
607261549,4069,0,.42442292
607261709,3441,.00022775937,.98945409
607261813,4071,0,.39786577
607261848,3121,0,0
607261864,2415,0,.24137798
607261979,3485,0,.79304463
607262023,4063,0,0
607262162,4151,0,.10975761
607262170,4069,0,.89095527
60726220X,4113,0,.90613991
607262277,4290,.0085988156,1
607262314,2440,0,.84111416
607262330,4074,0,.37555805
60726239X,3727,0,0
607262410,1810,0,0
607262488,1810,0,.65599179
607262541,3141,0,.58424962
607262568,2319,0,0
607262699,3070,0,0
607262701,3060,0,.0088249249
607262779,1924,0,.8998875
607262795,1810,0,0
607262808,2320,0,0
607262859,4041,0,.22727273
607262867,4160,0,.33705404
607262883,1810,0,0
607262912,3030,0,.82507402
