crc,indtype,rndinten,expinten
129561458,2022,0,0
129562178,2311,0,0
129572659,1342,0,0
129572835,2033,0,0
129580341,2033,0,0
129581627,2110,0,0
129583614,2730,0,0
129732018,1314,0,0
129732069,3171,0,0
129734144,3655,0,0
129735454,2319,0,0
129736481,4041,0,0
129737687,2411,0,0
129737732,4024,0,0
129738065,3571,0,0
129740544,3626,0,0
129741176,1341,0,0
12974166X,2319,0,0
129743139,3123,0,0
129743606,2720,0,0
129743817,3561,0,0
129744342,3321,0,0
129744449,3010,0,0
129744836,1529,0,0
129746348,3523,.0043024989,.009928843
129746671,3611,.0006142506,0
129747607,3782,0,0
129751235,2720,0,.015566625
129755770,3762,.010526316,0
129756159,3785,0,0
129764431,2311,0,0
129768168,2221,.019169448,0
129773362,2617,0,0
129773522,3534,0,0
129777103,3136,0,0
129782699,1524,0,0
129785857,2110,0,0
129790541,2021,0,0
129792256,1512,0,0
129870875,1321,0,0
12987100X,1513,0,0
12987434X,3683,0,0
129880045,3110,0,0
129881048,1451,0,0
129882155,1513,0,0
129883879,1321,.0021464091,0
129883959,2629,0,0
129884003,1499,.0010330578,0
129884281,1311,.0027353198,0
129885073,1311,.0014827995,0
129900667,3727,.0037361193,0
129930655,3647,0,0
129931009,3647,0,0
129931201,1511,0,0
129932570,3647,0,0
129932992,1341,0,0
129933426,1512,0,0
129934015,1321,0,0
129950656,1451,0,0
129950904,1341,0,0
129976119,3519,0,0
129977568,2617,0,0
129979635,3782,0,0
129979758,3030,0,0
129979897,2221,0,0
129980206,3020,0,0
130031729,3110,0,0
130050874,1513,0,0
130061784,2671,.001653249,0
130200908,1314,0,0
130208272,3611,0,0
130208344,2662,.00015711413,0
130209080,2520,0,0
130209101,3541,0,.3693634
130209267,2311,0,0
130209806,4029,0,0
130209857,4024,0,0
130210858,2230,0,0
130211914,3080,0,0
130212044,2312,0,0
130232432,3110,0,0
130235852,2677,0,0
130242526,4190,0,0
130250059,2624,0,0
130300052,3531,0,0
130301186,3621,0,0
130301565,3110,0,0
130301768,3020,0,0
130302293,3566,0,0
130302461,2221,0,0
130302509,3169,.0029360966,0
130302568,2221,.0013883089,0
130302605,1412,0,0
13030298X,3727,.0039455784,0
130352688,4029,0,0
130355395,3020,0,0
13035718X,3020,0,0
13038070X,4029,0,0
130381753,3782,0,0
130382457,2651,0,0
130382625,1620,0,0
13038337X,2311,0,0
130386765,3090,0,0
130389261,3020,0,0
130412206,2319,0,0
130413698,3010,0,0
130413823,3495,0,0
130414068,2960,0,0
130443571,3725,0,0
130443838,4023,0,0
130443862,3621,0,0
130474116,2652,0,0
130474669,2671,0,0
130480209,2720,0,0
130493018,4043,0,0
130497430,2230,0,0
130509024,2011,0,0
130510674,3155,0,0
130510818,3642,0,0
130511837,1332,0,0
130512573,1321,0,0
130514376,2687,0,0
130514843,3132,0,0
130515475,1321,0,0
130516080,3626,.00040716611,0
130516793,1314,0,0
130525104,3110,0,0
130527732,3149,0,0
130530720,3626,0,0
130532750,2651,0,0
13054011X,2224,0,0
130540355,1513,0,0
130541489,3511,0,0
130543185,2221,0,0
130543599,3442,0,0
130545068,1620,0,0
130546239,1523,0,0
130547119,2033,0,0
130554474,3133,0,0
130554941,3110,0,0
130555397,2033,.00076748239,0
130555514,2110,0,0
130555530,1512,0,0
130556373,2312,0,0
130557624,4225,0,0
130600020,2617,.00011026169,0
130600717,1512,0,0
130600928,3190,0,0
130601349,1321,0,0
130601445,3134,0,0
130602149,3727,0,0
130603440,3010,0,0
130605008,1620,.0000584482,0
130605657,4041,0,0
130605948,3542,0,0
130607070,3110,0,0
130607126,1314,0,0
13063508X,3260,0,0
130640727,3321,0,0
130642116,1513,0,0
130660656,2221,0,0
13066602X,4211,0,0
130667815,2031,0,0
130667911,3155,0,0
13066880X,3572,0,0
130668885,1610,0,0
130710406,1512,0,0
130710887,3110,0,0
130710895,1321,0,0
130711820,1499,0,0
130720508,2029,0,0
130721906,2730,0,0
130740023,1513,0,0
13074004X,3590,0,0
130740103,1412,0,0
130740111,1411,0,0
130742184,3131,0,0
130742926,3131,0,0
13074442X,4041,0,0
130746580,2031,0,0
130747647,2311,0,0
130749431,2221,0,0
130749618,1341,0,0
130749669,1321,0,0
13078099X,1513,0,0
130781001,2611,0,0
130782848,3410,.00056615984,0
13078435X,3040,0,0
130792341,2611,0,0
13079462X,3121,0,0
130840788,3110,0,0
130841158,1512,0,0
130843903,3631,.0021897811,0
130844295,1721,0,0
130845028,1311,0,0
13084624X,3563,0,0
130846530,2730,0,0
130848157,3121,0,0
130849694,4153,0,0
130860770,2633,0,0
13086101X,3010,0,0
130861570,3465,0,0
130921406,3110,0,0
130921430,3131,0,0
130921940,2740,0,0
130922740,3131,0,0
130922804,3642,0,0
13092296X,1890,0,0
130923102,2230,0,0
130923110,2940,.0013869626,0
130924113,4319,0,0
130926573,2221,0,0
13092691X,1492,0,0
130927189,1321,0,0
130961061,1341,0,0
130962056,4317,0,.32979819
131001601,3740,0,0
131011017,1513,0,0
131011762,2221,0,0
131012407,2021,0,0
131013282,3782,0,0
131014242,2730,0,0
131032248,1513,0,0
131033160,3210,.0015976317,0
131037305,1762,0,.52202684
131041873,3131,0,0
131045938,2730,.04095827,0
131046498,1321,0,0
131120256,2031,0,0
131121136,1311,0,0
131121152,1314,0,0
131160549,3626,0,0
131160573,4160,0,0
131160741,3179,0,0
131162771,3110,0,0
131193631,1513,0,0
131193674,3110,0,0
131194730,3131,0,0
131194802,1620,0,0
131197093,2230,0,0
131200280,4011,0,0
131215570,1610,0,0
131250069,3641,.5,0
131251491,2663,0,0
131251707,1491,0,0
131262676,2319,0,0
131263433,3131,0,0
131269763,2319,0,0
131269827,2622,0,0
131270414,1341,0,0
131281949,2671,0,0
131284306,1721,0,0
131288016,2669,0,0
131305517,3110,0,0
131310949,3727,0,0
131311044,3533,0,0
131311423,3519,0,0
131311562,3030,0,0
131311589,2530,.0090854121,0
131311722,3442,0,0
131313197,1810,0,0
131313242,3727,0,0
131313699,1513,.0028372454,0
131315205,3647,0,0
13131558X,1420,0,0
131316574,2520,0,0
131316777,4013,.0031553868,0
131318342,1742,0,0
131318895,2651,0,0
131321197,1420,0,0
131321701,2710,.0039080461,0
131391726,3642,0,0
131393668,3642,0,0
131395209,3030,0,0
131402659,1332,0,0
131430035,1341,0,0
13145180x,2221,0,0
131472008,3121,0,0
131501091,4024,0,0
131507346,1435,0,0
131533317,4319,0,0
131538660,1513,0,0
131539006,1713,0,0
131539970,2659,0,0
131560032,3410,.00036046861,0
131560999,1413,0,0
131564068,3124,0,0
131564690,2230,0,0
131569504,2671,0,0
131570919,1311,0,0
131571882,1342,0,0
131572201,3642,0,0
131589644,2671,0,0
131590637,3010,0,0
131590645,3131,0,0
131592595,1713,0,0
131592827,1321,0,0
131593627,1451,0,0
131613886,2671,0,0
131614758,3642,.00021367522,0
131614862,1721,0,0
131616147,1420,0,0
131632219,3110,0,0
131632956,1321,0,0
131633465,1420,0,0
131660893,2619,0,0
131662231,1321,0,0
131662813,1499,0,0
131663234,1513,0,0
131663277,1810,0,0
131663912,3431,0,0
131665678,2311,0,0
131666080,3647,0,0
131669919,4392,0,0
131670610,2021,0,0
131672456,3121,0,0
131673459,2720,0,0
131673643,2021,0,0
131675390,2740,0,0
131675454,3090,.031998809,0
131675905,2311,0,0
131710651,1522,0,0
131721019,3110,0,0
131722142,1513,0,0
131724228,3642,0,0
131734127,3131,0,0
131734151,1321,0,0
131734223,1321,0,0
131736149,1321,0,0
131755438,1321,0,0
131777063,3131,0,0
131780174,2319,0,0
131780297,3131,0,0
131781230,1312,0,0
131781601,1512,0,0
131790620,2033,0,0
131790831,2033,0,0
131790954,3683,0,0
131791295,2033,0,0
131791420,1713,0,0
131791818,1521,0,0
13179201X,2419,0,0
131792458,3133,0,0
131795325,1620,0,0
131801824,3131,0,0
131809547,2110,0,0
131832181,1492,.010400585,0
131868053,2011,0,0
131901247,1420,.008324285,0
131902354,2311,0,0
131904545,2029,0,0
131920130,2110,.0059411786,0
131927674,2687,0,0
131930099,1314,0,0
131930742,3642,0,0
131931649,1321,0,0
131931710,3110,0,0
131938592,3465,0,0
131941580,3155,0,0
131943543,1491,0,0
131971050,2110,0,0
131972184,3782,0,0
131972475,2624,0,0
132000176,3110,0,0
132000520,3133,0,0
132052785,3642,0,0
132121656,3590,0,0
132124646,1810,0,0
132125307,2654,.00095774647,0
132127417,1810,0,0
132132566,3482,0,0
132134035,3410,0,0
132135257,1810,0,0
13213844X,2619,0,0
132140689,1810,0,0
132143222,3679,0,0
132146167,4160,0,0
132149739,1723,0,0
132149907,3632,0,.02383114
132153455,4024,0,1
132154917,1810,0,0
132155549,2671,0,0
132155581,3470,0,0
132156031,2230,0,0
132159101,2031,0,0
132167259,3674,0,0
132168657,1724,0,0
132168817,4160,0,0
132170191,3521,0,0
132170386,2655,0,.34082237
13217044X,3674,0,0
13217183X,3521,0,0
132172103,3435,.00022351363,0
132173093,3529,.026077213,0
132173456,3381,0,.11316107
132176470,4041,0,0
132178417,1810,0,0
132178724,4041,0,0
132178919,3410,0,0
132179532,1723,0,0
132179575,3740,0,0
132180285,1810,0,0
132180525,1810,0,1
132180859,2230,0,0
13218661X,3529,0,0
132190117,3123,0,0
13219082X,3571,0,0
132193588,1830,0,0
132194898,4211,0,1
132197503,3485,0,.0024752475
132200434,1620,0,.051276412
132200450,2662,.010640305,.05939924
132200821,3240,0,.079677127
132200848,3619,0,0
132200944,3625,.0018127764,.027284876
132200960,3613,0,0
132200987,2320,0,0
132201170,4215,.039152015,.036391478
132201349,4160,.0048409658,.092850268
132202296,3740,.0003420299,.65122026
132202405,3220,.00029999527,.012560292
132203387,2421,0,.22481966
132203424,4071,0,0
13220382X,4160,.0012236019,.083935171
13220390X,2823,.00014853191,0
132204427,4071,.00001070194,.059984375
132204689,4211,.0026715328,.016773453
132204814,2655,.0097855022,.15339361
132206174,3435,0,0
132206246,3190,.00091998657,.12820806
132206422,4212,.0009253904,0
132206588,3181,0,.044417907
132207513,4012,0,0
132207732,3240,0,.024822695
132208321,2665,.041820418,.23038951
132209789,2617,0,0
132209930,4211,0,0
132210472,3470,0,0
132210544,3674,.019780286,.076435305
132210560,3135,.0013366601,0
132210755,2822,0,0
132210931,2720,0,0
132211483,4171,.0025283967,.52451301
132211512,3461,0,.78700835
132211766,2686,0,.2413957
132213331,2689,0,.59290338
13221369X,3495,.0020068209,.095903337
132213761,2710,.0061816149,.39748928
132214537,1721,1.2383809e-06,.5780527
132215580,2730,.0019007506,.019135762
132215775,2619,0,.0012426089
132216479,4311,0,.30379072
13221887X,3240,0,0
132219362,1810,0,.29135579
132219442,2633,.019177847,.1135959
132224540,2311,0,0
132227493,2312,.00021625655,0
132228795,4153,.047743332,0
132229931,1810,0,1
13223022X,4155,.00042296216,0
13223065X,1810,0,.96852612
132230684,2651,.00077222881,.025614936
132231134,3727,.0029248127,.12097026
132231804,4318,0,0
132233092,3499,0,.46853212
132234044,2672,0,0
132240866,3450,0,.83661145
132241957,1830,0,0
132242503,3240,0,.034351483
132244461,2750,0,0
132246301,4353,0,.88365072
132246504,1810,.0065793889,.54420948
13224658X,3631,0,0
132247291,1810,0,1
132247945,3651,0,0
132248411,3651,.00062273769,0
13225722X,3431,0,.96082532
132260445,2221,.00062702666,0
132260971,3727,0,0
132261042,3727,.0015337,.0263576
13226151X,3143,0,0
132264059,2730,0,0
132264518,4160,.00058618363,0
13226493X,3240,.0013511872,.03992084
132266222,1453,.0021096012,0
132268607,3681,0,0
13226864X,3381,0,.18281195
132268922,2823,0,0
132269407,3531,.00050212222,.047030456
132269693,3681,0,0
132271267,3410,0,0
132271355,2672,.003164557,0
132271435,4113,.072314739,0
13227146X,2319,0,0
132271785,3533,0,.024738127
132273107,2663,.008694211,0
132273668,3090,0,0
132273959,3563,0,0
13227410X,2671,0,0
132274177,3727,.0019380341,0
132274206,3040,.00013166557,0
132274994,2415,.0001496894,.047900606
132275735,2667,.00043703109,0
132275815,3090,.0042467453,0
132275823,4024,0,0
132276156,2663,.0021491512,0
132276754,1810,0,0
132276957,1810,0,.1218769
132277095,3532,0,0
132278223,3529,0,0
132278354,3681,0,0
132278709,1529,0,0
132278821,3220,0,0
13227883X,3240,0,0
132279744,4211,.0057464526,.18975021
132280294,4012,.00044682753,.0071492405
132280956,1773,0,0
132281596,1723,0,.95476586
132281756,1522,0,0
132281887,4190,.0066964286,0
132282521,2669,.0032473155,0
132282644,3121,0,0
132283444,3470,0,0
132283479,2029,0,0
132283524,3531,0,0
132283663,3410,0,.32640764
132283698,4160,.0061063617,0
132284914,2570,.0037035511,.033987675
132285976,1431,0,.031275555
13228608X,2221,.000035538498,0
13228640X,2021,0,0
132286725,3681,0,0
132287437,1820,0,.58717948
132287445,1810,0,.52145904
132287525,2490,0,0
132289352,2990,0,0
13228974X,3020,.0050174939,0
13229002X,2319,0,0
132290193,3133,0,0
132291241,4318,0,.012521892
132291735,3020,0,0
13229213X,2652,0,0
132292594,3727,.00097097852,0
132293765,4160,.05297938,.10586409
132293888,3123,.00038910939,0
13229475X,4160,.0029000125,0
132295816,1498,0,0
132298187,3511,0,0
132299921,3674,0,.16490889
132300494,3761,0,0
132301147,4212,0,0
132301606,2730,0,0
132301817,4311,0,0
132305084,2411,0,.0022475517
132305324,2433,0,.3680723
13230919X,3651,.004051724,0
132311265,3727,.0010975095,0
132312188,3792,0,0
132312444,3090,0,0
132314239,4021,0,0
132314300,4021,0,0
13231516X,3563,0,0
132316947,3727,0,0
132317421,3531,0,0
132317552,1810,0,0
132317894,2312,0,0
13232033X,2435,.0019088055,.12407236
132321543,4069,0,0
132322167,3531,0,0
132322431,3727,0,0
132323303,1810,0,1
132323768,1929,0,0
132324082,3010,0,0
132324373,3631,.0013291949,0
132325720,1312,0,0
132326619,3050,.044543866,0
132326635,3434,0,0
132327232,3536,0,0
132328024,3470,0,0
132328518,1810,0,1
132328657,3531,0,0
132328876,3050,0,0
132330634,1775,0,0
13233255X,2652,.018351598,0
132333202,4079,0,.80285174
13233626X,3070,0,0
132336286,3782,0,0
132336382,4029,0,0
132337326,3434,0,.03994095
132337393,4045,0,0
132338337,3541,.00050762709,.15082447
132338492,3727,0,0
132343240,2312,0,0
132346118,1810,0,0
13234872X,4242,.064909309,0
132348957,2110,0,0
132349351,4041,0,0
132351099,4072,0,0
132353676,1810,.00013524479,.67622399
132353721,1459,0,0
132354150,4319,0,.95736021
132354505,1810,0,0
13235656X,1921,0,0
132356607,1723,0,0
13235760X,4119,.079989173,0
132357757,2433,0,.21721171
132357968,1459,0,0
132357992,1782,0,0
132358127,1790,.00059259258,0
132358143,2031,0,0
132358418,1781,0,.67430937
132359306,3110,0,0
132359648,3761,0,0
132362484,3635,0,.078064412
132362812,1810,0,0
132365802,2652,0,0
132366071,2110,0,0
132369520,2311,0,0
132380025,3622,.0042251004,0
132400014,3499,0,0
132400081,4021,0,0
132400751,1412,0,0
132401068,3764,0,0
132401244,2617,.011249087,0
132401287,3761,0,0
132402474,3523,0,.13152826
132402626,3564,0,0
132406539,4074,0,.076653332
132406571,3521,0,0
132407785,3635,0,0
132407865,4391,0,0
132407910,1810,0,0
132408403,2440,0,0
132408665,3727,0,0
132408702,2413,0,0
132408753,4392,0,0
132409860,3182,.0027167257,0
132410212,3652,0,0
132410650,3539,.00019511336,0
132410941,3762,0,0
132411717,2230,0,0
132413173,3135,0,0
132413712,1491,0,0
132413771,3090,0,0
132413923,3435,0,.038676355
13241597X,3435,0,0
132416278,1313,0,0
132419989,3541,0,1
13242012X,3732,0,0
132420357,3531,.027033493,0
132423216,1454,0,0
132423275,1492,0,0
132423603,2671,0,0
132424219,3789,0,0
132424630,3652,0,0
132425975,1789,0,0
132426775,1789,0,0
132428893,2312,0,1
13243576X,1820,0,.9933235
132437087,3611,0,0
132450345,3465,0,0
132450548,3782,0,.028481012
13245096X,3629,0,.19366969
132455728,3090,0,0
132456069,3541,0,0
132460682,3621,0,.029034963
132460818,3791,0,0
132461407,4073,0,0
13246283X,2730,0,0
132462899,4392,0,0
132462987,2130,0,.37280136
132463015,4073,0,0
132463031,1925,0,.96667439
132463218,1725,.000013842172,0
132500349,2689,.0084921289,0
132500533,3613,.045224123,0
132501181,3725,0,0
132501624,4218,.0001039393,0
132501907,1781,0,0
132502037,1723,0,.3602623
132502299,3674,0,0
132502352,1810,0,0
132502803,2421,0,0
132504067,2440,0,.99806142
132504331,1724,0,.74712646
132505385,4391,0,0
132505481,3511,0,0
132508180,3635,0,.079772569
132509028,2440,0,0
132510862,3635,0,0
132512817,1810,0,0
132513596,3535,0,0
13251461X,2312,0,0
132514839,3654,.00054784515,0
132517116,3080,.0054522632,0
132518186,3631,0,0
132518880,3727,.0019850512,0
132518979,4041,0,0
13252034X,3635,0,0
132520892,3652,.0062514469,0
132520980,1781,.0030764358,.13352334
132524228,3539,0,0
132525116,1921,0,1
13252739X,4160,.098672442,.18256284
132527787,2672,0,0
132530812,4061,0,0
132532412,4171,0,0
132534389,4073,0,0
132539286,1810,0,.77985513
132539358,2312,0,.020638747
13254080X,3435,0,.038347207
132540949,3523,0,0
132542215,3360,.0013068235,.4168767
132600219,2685,0,0
132600390,1411,0,0
132600585,3782,0,0
132601123,3381,.000053609241,0
13260114X,4043,0,0
13260149X,2730,0,0
132603241,3782,0,0
132603495,3133,0,0
132604391,1810,0,.98082477
132605108,3090,0,0
132605212,2652,0,0
132605300,3634,0,0
132605714,3383,0,0
132606645,3727,0,0
13260755X,4029,0,0
132608181,2662,.03413434,0
132608253,3542,0,0
132609344,3121,0,0
132610724,3677,0,0
13261088X,2652,.0047464706,0
132611452,3782,0,0
132612455,1498,0,0
132612746,1341,0,0
132613300,3240,0,0
132613757,3725,0,0
132613837,1919,0,0
132615824,1745,.00095976965,0
13261694X,2311,0,0
132618400,3677,0,0
132618777,4190,0,.01585751
132619833,3590,0,0
132620359,3675,0,0
132620762,3652,.030577576,.0015100038
132621319,3689,0,0
132621423,3521,0,0
132621474,3619,.062378168,0
132622215,1724,.000056882822,0
132622901,2311,0,0
132623402,2230,0,0
132623779,4242,0,.19647312
132624130,1414,0,.075444072
132624229,3561,0,0
132624325,2655,0,.99867791
132624800,4212,.0007261142,.023005964
132625301,1724,.000094625284,.94562829
132625440,4027,0,0
132628393,4073,.015052437,0
132628617,2720,.00089760695,.00013999375
132628641,2681,0,0
132630231,2312,0,0
132630709,3181,0,0
132631373,3727,0,0
132631701,4069,0,0
132631744,2312,0,0
132631840,3090,0,0
132631883,4029,.0043202415,0
132632632,4228,0,0
132633416,4029,.05034576,0
13263374X,3040,0,0
132634398,2730,0,0
132635980,4316,0,.89465493
132636334,3675,.027272727,.15036364
132637097,3782,0,0
13264035X,1781,0,0
132641889,3483,0,0
132642355,3483,0,0
132642574,4141,.0050490364,0
132642822,1342,0,0
13264350X,3434,0,0
132643753,3727,.00038442318,0
132645097,3727,0,0
13264588X,3450,0,0
132647762,1790,0,0
132653417,2684,.00060000003,.60000002
132653484,1810,0,.45829514
132655885,3727,0,0
132657493,3020,0,0
132660318,2750,.11260832,0
132660430,4222,.020813975,0
132660561,3539,0,0
132660617,3727,0,0
132660772,4217,0,0
132661118,3674,.0037849999,.25999999
132661177,3321,0,0
132661193,3080,0,0
132661556,2720,0,0
132672765,4029,0,0
132673258,2750,.00044503782,0
132673450,2730,0,0
132674875,4219,0,.092844978
13267869X,4214,.00017337032,0
132684934,2421,0,0
132696134,4041,0,0
132696695,3725,.0012035661,0
132697014,3714,0,0
132697081,3121,0,0
13270080X,1790,.00079356891,.98343027
132701087,2990,0,0
132702063,3040,0,0
132702186,4190,.075667657,0
132703541,2990,0,0
132703568,3571,0,.3971979
132703832,2633,0,0
13270435X,1749,0,0
132704413,3020,0,0
132704624,2720,.080646023,0
132705301,2617,0,0
132705723,3561,0,0
132707374,3181,.010373153,.26530039
13270785X,3090,0,0
132708174,2990,.033566635,.041386943
132708852,4217,0,0
132709310,2530,.05270211,0
132710688,1719,0,0
132710717,3383,0,0
132711509,3240,.0016211265,0
132712122,3727,.013375906,.021142561
132713926,2130,0,0
132714283,2672,.0010508341,0
132714670,4029,.024730178,0
132714697,3470,0,.12543429
132716940,4190,0,0
132717257,3090,0,0
132719658,3675,0,0
132719674,1729,0,0
13272473X,3622,.036523502,.037876226
132727615,1321,.0012302645,0
132728036,4260,0,0
132729418,3240,0,0
132729936,4216,.011682708,.3711915
132730785,3635,0,0
132731470,3678,0,0
132731577,1412,0,0
132732270,2190,0,0
132732625,1810,0,.101929
132733265,3635,0,0
132733329,1810,0,0
132733652,1810,.044,0
132733695,1354,0,0
132733783,3499,.0014735578,0
132735930,3590,0,0
132737776,4190,0,0
132740000,4027,.0091500105,0
132741468,2311,0,0
132741687,1342,0,0
132741978,1721,0,.0058157649
13274209X,1729,0,0
132743279,3499,0,0
132743631,3622,0,0
13274479X,3635,0,0
132745012,2669,0,.78742379
132761274,4141,0,0
132761557,4041,0,0
132768898,1725,0,0
132769321,2429,0,0
132771480,2429,.0022855054,0
132771878,3121,0,0
132772088,4046,0,0
13280190X,4029,0,0
132802689,4073,0,.032448377
132803526,4230,0,0
132803761,4024,0,0
132805185,3655,0,0
132807236,1412,0,0
132807359,4041,0,0
132807623,1782,0,1
132808191,3521,0,.0084340097
132808298,3442,0,0
132809100,3434,0,0
132809223,3613,0,0
132809370,3685,0,0
132809418,4073,0,0
132810873,3619,0,0
132811649,2319,0,0
132812297,3727,0,.05121905
132812385,3523,0,.09758722
132812860,4046,0,0
132813003,3526,.0018441852,.048212271
132813564,4119,.0033068783,0
132813791,3495,0,0
132814102,4172,0,0
132814794,4112,0,.034557495
132815412,3619,0,0
132816693,4012,0,.22883315
132816861,2689,0,0
132817645,2224,0,0
13281804X,4012,.0036733826,.011197605
132818103,3613,0,0
132818437,3149,0,0
132825231,3434,0,0
132825311,4260,0,0
132825450,4211,0,0
132828758,3793,.01822399,0
132831201,4112,0,0
132832490,4259,0,0
132839211,4012,0,0
132841354,2730,.0090947542,0
132843181,2190,0,0
132900860,2652,.031958736,0
132901919,1499,0,0
132902081,4119,0,0
132902436,2419,0,.27872688
13290313X,3489,0,0
132903367,3622,.005924589,0
132904116,4012,.000082778031,.71472621
132904167,3090,0,0
132904941,3531,0,0
132904976,3531,0,0
132905151,4012,0,.48422027
132907640,4227,.021494709,0
132907691,3635,.015182378,.064495496
132912028,3569,0,.0067537809
132912933,4227,0,0
132913100,1419,0,0
132914162,2319,0,0
132914250,3465,0,0
132915341,2671,0,0
13291762X,3638,.0022181892,.022343215
13291893X,2619,.0047675138,.42105559
132921020,4312,0,0
132921346,2311,0,0
132921696,3410,0,0
132921784,3531,0,0
132922250,1512,0,.13052642
132922314,2671,0,0
132922701,2311,0,0
132923341,1722,0,.22679302
132923376,4062,.011796864,.014422385
132923499,2652,.0076581468,.022382315
132924125,3431,0,.18125169
132924424,3679,0,0
132924950,4160,0,.81703979
132925857,4257,.026272727,.72727275
132926139,2654,0,0
132926323,2677,0,0
13292650X,3442,0,0
132926534,1725,0,0
132927836,4061,0,.12723875
132927852,3381,0,0
132928046,2312,0,0
132928062,3141,0,0
132929196,3090,0,0
132929540,3030,0,0
132932010,3487,0,0
132941443,3539,.0034484265,0
132942163,2654,.047226675,.063969478
132942382,4225,0,0
132942542,3727,0,0
132945233,3535,0,0
132945321,3533,0,0
13295245X,3533,0,0
132953639,3442,0,0
132955466,3590,0,0
132963888,3782,0,0
132964821,4119,0,0
132971159,4029,0,0
132973154,3050,0,0
132976793,1810,0,0
13297865X,3715,0,0
132979564,3050,0,0
132991213,3782,0,0
132991811,3651,0,0
13299246X,2651,.0020293016,0
132993219,3010,.00037558479,.038066622
132999901,3123,0,0
133000397,3465,0,0
133000477,3793,0,0
13300227X,3652,.058963638,.038400002
13300374X,3090,0,0
133004099,2319,0,0
133004144,2319,0,0
133004208,2312,0,0
133011424,3420,0,1
13301190X,1921,0,.086239949
13301828X,3135,0,0
133021630,3653,0,.22373068
133022123,3782,0,0
133023126,2671,0,.62947798
133024612,4312,0,0
133025279,3567,0,.58093923
133025498,4112,.020675411,0
133026597,3652,0,0
133029173,3190,.0022799817,0
133029747,3635,0,.018201096
133029771,1921,0,0
133029886,2417,0,.05965706
133030158,4024,0,0
133030465,3786,0,0
133030473,3619,.0014452634,0
133032209,3147,0,.02070214
133032786,2320,0,0
133033287,1724,0,1
133033324,1925,0,1
133033746,2031,0,0
133034693,2433,.0014575626,.3203274
133035282,3542,0,.02493122
133035530,2312,0,0
133035813,3652,.050432365,.032281678
133035987,3163,0,.074054986
133036082,2411,0,.23268354
133038790,3450,0,0
133039419,3535,0,0
133040815,4113,.00073845428,0
133042159,3465,0,0
133043178,3495,.0015688217,0
133043397,2110,0,0
133043733,2110,0,.02431611
133043880,3435,0,0
133046272,3715,0,0
13304631X,2110,0,0
133047195,2652,0,0
133047240,4190,0,0
133047320,2990,0,.0091889277
133047638,2689,0,0
133047873,4391,0,.17253703
133051442,2110,0,0
13305482X,3521,0,0
133055689,1725,0,0
133056913,3535,0,0
133057764,3469,0,0
133059663,3533,0,0
133059743,3764,0,0
133062723,4024,0,0
133065190,1810,0,0
13306645X,2110,0,0
13306653X,2671,0,0
133066871,2440,0,0
133067938,4029,.036998481,.090493746
133067954,3536,.0017623492,.0028780811
133068797,1810,0,0
133073289,3542,0,0
133075436,2681,0,0
133076957,2681,0,0
133080913,4254,0,0
133082097,3190,0,.073792554
133084228,2319,0,0
133090820,2319,0,.4911586
133102246,1810,0,.67882347
133102799,2312,0,0
133103249,4160,0,0
133104073,3727,.00050968397,0
133107039,3020,0,0
133107207,3727,0,0
133112065,1412,0,0
133112102,3675,0,.00072793447
133114925,4222,.0057674199,0
133115127,4153,0,.064470589
133115231,3727,.00061081134,.062133089
133115311,4029,0,0
133116816,2730,0,0
133116998,4061,0,0
13311807X,1491,0,.10527168
133118176,1342,0,0
133119144,4073,0,.023314964
133123741,4212,.0037771228,0
133126141,3719,0,0
133126934,2311,0,0
133127005,4073,0,0
133127240,3635,0,.13594916
133128219,2311,0,0
13312949X,4251,.037306804,0
13313036X,3381,0,0
133130909,3534,.014323379,0
133131020,1810,0,0
133131733,3622,.03124428,0
133131944,3539,0,0
133132955,3652,.0020993701,0
133133341,2311,0,0
133134096,2312,0,0
133134256,3671,0,0
133134707,3635,0,0
133135144,4112,0,0
133136040,2619,0,0
133136366,2311,0,0
13313669X,2669,0,0
133137043,2311,0,0
133137748,2130,0,0
133138230,4073,0,0
133138417,1810,0,0
133140111,2031,0,.53003246
133140197,4211,0,0
133140525,3090,0,0
133140680,4318,0,0
133140963,3622,0,0
133140971,3727,.0021052631,0
133141261,4112,0,0
133141296,3410,0,0
133145019,3727,0,0
133145414,3050,0,0
133145764,2319,0,0
13314602X,3740,.00083080633,.17795871
133146345,3431,0,0
133147946,4024,0,0
13314872X,3725,0,0
133160032,3676,0,0
133160067,3725,0,0
133162476,3538,0,0
133162644,3434,0,0
133163479,4073,.077319585,0
133166645,3571,0,.71073115
133167912,3782,0,0
133176982,1412,0,0
133180981,2681,0,0
133196158,3564,0,0
133200065,2031,0,0
133201674,4316,0,1
133202706,1890,0,.97564954
133203768,2311,0,0
13320463X,4316,0,.18610796
133206379,1412,0,0
133206897,1810,0,.98473406
133206969,3761,0,0
133207101,4041,0,0
133207187,4217,0,0
133207259,4099,0,0
13320746X,3565,0,.11857627
133208286,1810,0,.91358024
133208657,2940,0,0
133209131,4012,0,.027456678
133209203,1810,0,0
133210415,3521,0,0
133211928,3725,0,0
133212437,3541,0,0
133212461,1810,0,.94545454
133212525,1492,0,0
133212963,1890,0,.95389158
133213165,1782,0,0
133213544,4099,0,.10056405
133213771,2730,0,0
133213798,3499,0,0
